target_source,human_label_column,human_label_rows,pseudo_label_rows,labeled_users,predicted_users,insufficient_data_users,total_users,train_rows,test_rows,train_split_neg_raw,train_split_pos_raw,test_split_neg,test_split_pos,train_neg,train_pos,train_original_neg,train_original_pos,train_rebalance_applied,scale_pos_weight,cv_folds_requested,cv_folds_used,early_stopping_rounds,best_iteration,cv_auc_mean,cv_auc_std,cv_best_iter_mean,cv_best_iter_std,accuracy,auc,pred_majority_share,pred_prob_std,model_collapse_risk,model_artifact,warning,original_dims,kept_dims,dropped_low_variance,dropped_high_corr,winsor_q_low,winsor_q_high,variance_threshold,corr_drop_threshold
pseudo_sentiment_label,,0,190,190,304,699,1003,142,48,56,86,19,29,71,71,56,86,True,1.0,5,5,40,326.0,0.9908496732026144,0.015763507449830492,111.0,38.298825047251775,0.9583333333333334,0.9963702359346642,0.5822368421052632,0.3856632709503174,False,artifacts/xgb/xgb_model.json,"Pseudo-label target in use (likely noisy). SHAP explains proxy sentiment, not validated human sentiment.",64,52,0,12,0.01,0.99,1e-06,0.995
