target_source,human_label_column,human_label_rows,pseudo_label_rows,joined_users,train_rows,test_rows,accuracy,auc,warning,original_dims,kept_dims,dropped_low_variance,dropped_high_corr,winsor_q_low,winsor_q_high,variance_threshold,corr_drop_threshold
pseudo_sentiment_label,,0,68,62,46,16,0.8125,0.7692307692307694,"Pseudo-label target in use (likely noisy). SHAP explains proxy sentiment, not validated human sentiment.",64,43,4,17,0.01,0.99,1e-06,0.995
