session_id,feedback_label,feedback_label_conf,feedback_created_at,anchor_sentiment_score
6596,positive,0.3333333333333333,2026-03-27 13:58:23.650514+00:00,0.4882
6609,positive,1.0,2026-03-28 19:31:10.159393+00:00,0.0
